ID	Coding frame used	Tone
3715	Justification: Humanitarian (Blairite)	40
3716	Justification: WMDs	32
3717	Not applicable	
3719	Not applicable	
3720	Battle	34
3721	Battle	26
3722	Battle	32
3723	Not applicable	
3724	Battle	34
3725	Not applicable	
3726	Not applicable	
3727	Humanitarian issues (aid delivery)	24
3727	Civilian casualties	24
3728	Strategy	34
3729	Restoration of law and order (post-conflict)	25
3730	Not applicable	
3733	Not applicable	
3734	Not applicable	
3735	Not applicable	
3736	Battle	26
3737	Battle	40
3738	Justification: Humanitarian (Blairite)	19
3738	Battle	34
3739	Not applicable	
3740	Battle	40
3740	Justification: WMDs	40
3741	Civilian casualties	16
3741	Justification: Humanitarian (Blairite)	16
3742	Battle	34
3743	Not applicable	
3744	Not applicable	
3746	Not applicable	
3747	Battle	33
3747	Restoration of law and order (post-conflict)	25
3748	Battle	33
3748	Justification: Humanitarian (Blairite)	19
3749	Not applicable	
3750	Not applicable	
3751	Not applicable	
3753	Justification: WMDs	24
3754	Restoration of law and order (post-conflict)	17
3755	Battle	34
3755	Civilian casualties	18
3756	Battle	34
3757	Not applicable	
3758	Not applicable	
3759	Battle	34
3760	Strategy	40
3761	Battle	33
3761	Justification: Humanitarian (Blairite)	33
3762	Humanitarian issues (aid delivery)	24
3763	Restoration of law and order (post-conflict)	31
3763	Battle	33
3763	Justification: Humanitarian (Blairite)	33
3764	Justification: WMDs	19
3765	Battle	33
3765	Justification: Humanitarian (Blairite)	19
3766	Not applicable	
3767	Not applicable	
3768	Justification: Humanitarian (Blairite)	19
3769	Battle	40
3770	Not applicable	
3771	Not applicable	
3772	Battle	35
3773	Battle	40
3774	Coalition military casualties	24
3775	Justification: WMDs	34
3776	Battle	33
3776	Justification: Humanitarian (Blairite)	33
3777	Battle	40
3777	Civilian casualties	24
3778	Not applicable	
3779	Civilian casualties	26
3779	Justification: Humanitarian (Blairite)	19
3780	Battle	34
3780	Civilian casualties	18
3781	Not applicable	
3782	Not applicable	
3783	Battle	34
3784	Not applicable	
3785	Battle	34
3786	Humanitarian issues (aid delivery)	24
3787	Not applicable	
3788	Not applicable	
3789	Not applicable	
3790	Strategy	27
3790	Battle	40
3791	Strategy	27
3792	Humanitarian issues (aid delivery)	17
3793	Not applicable	
3794	Restoration of law and order (post-conflict)	25
3795	Not applicable	
3796	Coalition military casualties	25
3797	Not applicable	
3798	Justification: Humanitarian (Blairite)	48
3799	Not applicable	
3800	Battle	32
3801	Battle	34
3803	Not applicable	
3804	Justification: Humanitarian (Blairite)	11
3805	Restoration of law and order (post-conflict)	19
3806	Restoration of law and order (post-conflict)	25
3807	Restoration of law and order (post-conflict)	33
3809	Not applicable	
3810	Battle	34
3811	Not applicable	
3812	Not applicable	
3813	Civilian casualties	24
3813	Justification: Humanitarian (Blairite)	24
3814	Civilian casualties	32
3815	Not applicable	
3816	Not applicable	
3817	Humanitarian issues (aid delivery)	33
3818	Coalition military casualties	33
3819	Not applicable	
3820	Coalition military casualties	25
3821	Not applicable	
3822	Battle	40
3823	Battle	40
3823	Justification: WMDs	40
3824	Civilian casualties	18
3824	Battle	34
3825	Not applicable	
3826	Not applicable	
3828	Justification: Humanitarian (Blairite)	19
3829	Justification: Humanitarian (Blairite)	19
3830	Justification: WMDs	40
3830	Strategy	32
3831	Strategy	32
3832	Justification: WMDs	40
3834	Civilian casualties	18
3834	Battle	34
3835	Not applicable	
3836	Not applicable	
3837	Coalition military casualties	33
3838	Justification: Humanitarian (Blairite)	19
3839	Not applicable	
3840	Battle	33
3841	Humanitarian issues (aid delivery)	17
3842	Justification: Humanitarian (Blairite)	19
3845	Not applicable	
3846	Not applicable	
3847	Not applicable	
3848	Civilian casualties	24
3849	Not applicable	
3850	Not applicable	
3851	Not applicable	
3852	Not applicable	
3853	Battle	40
3854	Justification: WMDs	40
3854	Justification: War on Terror	19
3855	Not applicable	
3856	Battle	26
3857	Coalition military casualties	01
3858	Not applicable	
3859	Not applicable	
3860	Not applicable	
3861	Not applicable	
3862	Strategy	34
3864	Battle	34
3865	Not applicable	
3866	Justification: Humanitarian (Blairite)	48
3867	Justification: Humanitarian (Blairite)	33
3871	Restoration of law and order (post-conflict)	25
3872	Justification: Humanitarian (Blairite)	19
3873	Coalition military casualties	25
3874	Civilian casualties	32
3875	Not applicable	
3877	Not applicable	
3878	Not applicable	
3879	Not applicable	
3880	Not applicable	
3881	Coalition military casualties	19
3882	Battle	34
3882	Strategy	34
3883	Justification: Humanitarian (Blairite)	40
3884	Not applicable	
3885	Restoration of law and order (post-conflict)	31
3886	Not applicable	
3887	Battle	18
3887	Restoration of law and order (post-conflict)	31
3888	Coalition military casualties	08
3889	Not applicable	
3890	Not applicable	
3891	Justification: War on Terror	19
3891	Justification: Humanitarian (Blairite)	19
3892	Justification: Humanitarian (Blairite)	11
3893	Not applicable	
3894	Not applicable	
3895	Not applicable	
3896	Not applicable	
3897	Not applicable	
3898	Not applicable	
3899	Not applicable	
3900	Not applicable	
3901	Not applicable	
3902	Battle	40
3903	Justification: Humanitarian (Blairite)	19
3904	Battle	19
3905	Justification: Humanitarian (Blairite)	19
3906	Battle	33
3906	Justification: Humanitarian (Blairite)	33
3907	Restoration of law and order (post-conflict)	25
3907	Justification: WMDs	40
3908	Justification: Humanitarian (Blairite)	19
3909	Battle	33
3909	Justification: Humanitarian (Blairite)	19
3910	Coalition military casualties	33
3911	Restoration of law and order (post-conflict)	17
3913	Civilian casualties	19
3914	Strategy	26
3915	Strategy	34
3918	Not applicable	
3919	Not applicable	
3920	Not applicable	
3921	Not applicable	
3925	Not applicable	
3926	Civilian casualties	24
3928	Battle	40
3930	Battle	40
3931	Not applicable	
3932	Not applicable	
3933	Not applicable	
3934	Battle	19
3934	Justification: Humanitarian (Blairite)	11
3935	Battle	48
3936	Restoration of law and order (post-conflict)	31
3937	Strategy	27
3938	Not applicable	
3939	Justification: Humanitarian (Blairite)	40
3941	Humanitarian issues (aid delivery)	39
3942	Not applicable	
3943	Not applicable	
3944	Justification: Humanitarian (Blairite)	11
3944	Restoration of law and order (post-conflict)	31
3944	Battle	19
3945	Not applicable	
3946	Coalition military casualties	32
3947	Not applicable	
3948	Battle	40
3949	Justification: Humanitarian (Blairite)	19
3950	Justification: Humanitarian (Blairite)	19
3951	Battle	40
3952	Not applicable	
3953	Not applicable	
3954	Restoration of law and order (post-conflict)	32
3955	Strategy	27
3956	Justification: Humanitarian (Blairite)	11
3957	Justification: Humanitarian (Blairite)	16
3957	Justification: War on Terror	16
3958	Justification: Humanitarian (Blairite)	19
3959	Justification: Humanitarian (Blairite)	19
3960	Justification: WMDs	24
3960	Justification: War on Terror	24
3961	Not applicable	
3962	Humanitarian issues (aid delivery)	39
3963	Not applicable	
3964	Civilian casualties	31
3965	Not applicable	
3966	Justification: Humanitarian (Blairite)	40
3967	Not applicable	
3968	Civilian casualties	32
3969	Not applicable	
3970	Not applicable	
3971	Not applicable	
3972	Battle	32
3972	Restoration of law and order (post-conflict)	26
3973	Battle	34
3973	Strategy	26
3974	Coalition military casualties	25
3975	Justification: Humanitarian (Blairite)	24
3976	Battle	40
3977	Battle	34
3978	Not applicable	
3979	Not applicable	
3980	Not applicable	
3981	Not applicable	
3982	Not applicable	
3983	Not applicable	
3984	Justification: WMDs	40
3985	Justification: Humanitarian (Blairite)	11
3986	Not applicable	
3987	Battle	40
3987	Justification: Humanitarian (Blairite)	40
3989	Not applicable	
3990	Not applicable	
3991	Not applicable	
3992	Restoration of law and order (post-conflict)	31
3993	Not applicable	
3994	Battle	35
3994	Civilian casualties	18
3995	Restoration of law and order (post-conflict)	26
3995	Justification: Humanitarian (Blairite)	11
3996	Not applicable	
3997	Restoration of law and order (post-conflict)	10
3997	Justification: Humanitarian (Blairite)	10
3998	Battle	32
3999	Not applicable	
4000	Not applicable	
4001	Battle	40
4002	Battle	26
4003	Civilian casualties	18
4004	Not applicable	
4006	Strategy	26
4007	Justification: WMDs	32
4008	Not applicable	
4009	Not applicable	
4010	Not applicable	
4011	Restoration of law and order (post-conflict)	32
4011	Justification: Humanitarian (Blairite)	32
4012	Justification: Humanitarian (Blairite)	19
4013	Battle	19
4013	Justification: Humanitarian (Blairite)	19
4014	Not applicable	
4015	Battle	34
4015	Justification: Humanitarian (Blairite)	11
4016	Not applicable	
4017	Restoration of law and order (post-conflict)	17
4018	Justification: Humanitarian (Blairite)	19
4019	Not applicable	
4020	Justification: Humanitarian (Blairite)	11
4021	Not applicable	
4022	Justification: Humanitarian (Blairite)	48
4022	Battle	48
4023	Battle	40
4023	Justification: Humanitarian (Blairite)	40
4025	Not applicable	
4026	Battle	19
4026	Restoration of law and order (post-conflict)	18
4026	Justification: Humanitarian (Blairite)	32
4027	Battle	40
4027	Justification: Humanitarian (Blairite)	19
4027	Restoration of law and order (post-conflict)	31
4028	Strategy	19
4029	Restoration of law and order (post-conflict)	31
4029	Justification: Humanitarian (Blairite)	19
4030	Battle	40
4030	Justification: Humanitarian (Blairite)	19
4031	Strategy	27
4033	Battle	40
4034	Justification: Humanitarian (Blairite)	19
4035	Not applicable	
4036	Restoration of law and order (post-conflict)	32
4037	Justification: WMDs	40
4038	Not applicable	
4039	Not applicable	
4040	Civilian casualties	24
4041	Humanitarian issues (aid delivery)	31
4042	Battle	40
4043	Restoration of law and order (post-conflict)	32
4043	Battle	40
4044	Restoration of law and order (post-conflict)	24
4044	Humanitarian issues (aid delivery)	24
4045	Restoration of law and order (post-conflict)	32
4045	Justification: Humanitarian (Blairite)	32
4046	Coalition military casualties	18
4046	Battle	26
4046	Restoration of law and order (post-conflict)	26
4047	Restoration of law and order (post-conflict)	31
4048	Not applicable	
4049	Not applicable	
4050	Not applicable	
4051	Restoration of law and order (post-conflict)	24
4052	Restoration of law and order (post-conflict)	32
4053	Restoration of law and order (post-conflict)	31
4053	Battle	40
4054	Not applicable	
4055	Battle	34
4055	Strategy	34
4056	Battle	32
4057	Strategy	34
4058	Not applicable	
4059	Justification: Humanitarian (Blairite)	11
4060	Not applicable	
4061	Not applicable	
4062	Not applicable	
4063	Justification: War on Terror	26
4064	Justification: WMDs	26
4065	Not applicable	
4066	Not applicable	
4067	Civilian casualties	32
4068	Not applicable	
4069	Not applicable	
4070	Restoration of law and order (post-conflict)	31
4071	Restoration of law and order (post-conflict)	31
4072	Restoration of law and order (post-conflict)	23
4072	Battle	40
4073	Restoration of law and order (post-conflict)	32
4074	Battle	34
4074	Strategy	34
4075	Justification: Humanitarian (Blairite)	19
4076	Battle	26
4076	Coalition military casualties	18
4077	Battle	26
4078	Not applicable	
4080	Not applicable	
4081	Strategy	25
4082	Not applicable	
4083	Not applicable	
4084	Battle	19
4085	Battle	40
4086	Battle	40
4087	Not applicable	
4088	Not applicable	
4089	Restoration of law and order (post-conflict)	25
4090	Not applicable	
4091	Not applicable	
4093	Coalition military casualties	33
4094	Not applicable	
4095	Not applicable	
4096	Battle	40
4097	Justification: Humanitarian (Blairite)	40
4098	Battle	26
4099	Not applicable	
4100	Not applicable	
4103	Restoration of law and order (post-conflict)	31
4104	Restoration of law and order (post-conflict)	19
4105	Not applicable	
4106	Justification: Humanitarian (Blairite)	48
4106	Battle	48
4107	Not applicable	
4108	Not applicable	
4111	Not applicable	
4112	Justification: Humanitarian (Blairite)	40
4113	Not applicable	
4114	Not applicable	
4115	Not applicable	
4118	Not applicable	
4119	Civilian casualties	18
4120	Justification: War on Terror	34
4121	Not applicable	
4122	Not applicable	
4123	Not applicable	
4125	Not applicable	
4126	Not applicable	
4127	Not applicable	
4128	Battle	41
4129	Battle	19
4130	Restoration of law and order (post-conflict)	40
4134	Not applicable	
4135	Not applicable	
4136	Not applicable	
4137	Not applicable	
4138	Strategy	40
4139	Battle	40
4139	Restoration of law and order (post-conflict)	31
4139	Justification: Humanitarian (Blairite)	19
4140	Not applicable	
4141	Battle	34
4141	Restoration of law and order (post-conflict)	26
4142	Not applicable	
4144	Restoration of law and order (post-conflict)	26
4145	Justification: Humanitarian (Blairite)	19
4146	Not applicable	
4147	Battle	19
4148	Battle	40
4148	Justification: Humanitarian (Blairite)	19
4149	Battle	40
4150	Battle	40
4151	Not applicable	
4152	Not applicable	
4153	Not applicable	
4154	Humanitarian issues (aid delivery)	32
4154	Restoration of law and order (post-conflict)	32
4155	Justification: Humanitarian (Blairite)	19
4156	Not applicable	
4157	Battle	19
4157	Restoration of law and order (post-conflict)	26
4158	Battle	40
4159	Not applicable	
4160	Justification: Humanitarian (Blairite)	19
4160	Battle	34
4161	Justification: Humanitarian (Blairite)	19
4162	Restoration of law and order (post-conflict)	17
4163	Battle	19
4164	Not applicable	
4166	Restoration of law and order (post-conflict)	18
4167	Battle	34
4168	Justification: Humanitarian (Blairite)	19
4169	Battle	19
4170	Not applicable	
4171	Not applicable	
4172	Humanitarian issues (aid delivery)	31
4172	Restoration of law and order (post-conflict)	24
4173	Humanitarian issues (aid delivery)	40
4174	Justification: Humanitarian (Blairite)	19
4175	Not applicable	
4176	Justification: Humanitarian (Blairite)	19
4177	Not applicable	
4178	Justification: Humanitarian (Blairite)	24
4179	Not applicable	
4180	Not applicable	
4181	Not applicable	
4182	Not applicable	
4183	Not applicable	
4184	Not applicable	
4185	Not applicable	
4186	Not applicable	
4187	Justification: Humanitarian (Blairite)	19
4187	Battle	40
4188	Battle	40
4188	Justification: Humanitarian (Blairite)	19
4189	Battle	40
4189	Justification: Humanitarian (Blairite)	19
4190	Justification: Humanitarian (Blairite)	26
4191	Justification: Humanitarian (Blairite)	19
4191	Battle	19
4192	Not applicable	
4193	Not applicable	
4194	Battle	19
4195	Not applicable	
4196	Restoration of law and order (post-conflict)	31
4197	Strategy	34
4198	Battle	40
4199	Justification: Humanitarian (Blairite)	19
4200	Restoration of law and order (post-conflict)	25
4201	Not applicable	
4202	Not applicable	
4203	Battle	40
4203	Justification: WMDs	40
4203	Justification: Humanitarian (Blairite)	40
4206	Not applicable	
4208	Justification: Humanitarian (Blairite)	19
4209	Battle	40
4210	Strategy	40
4211	Strategy	34
4212	Not applicable	
4213	Not applicable	
4214	Battle	48
4214	Justification: Humanitarian (Blairite)	48
4215	Not applicable	
4216	Battle	40
4216	Restoration of law and order (post-conflict)	32
4217	Not applicable	
4218	Battle	19
4220	Coalition military casualties	25
4221	Not applicable	
4222	Justification: Humanitarian (Blairite)	19
4223	Restoration of law and order (post-conflict)	24
4224	Justification: WMDs	34
4225	Not applicable	
4226	Not applicable	
4227	Not applicable	
4228	Not applicable	
4230	Not applicable	
4231	Not applicable	
4232	Not applicable	
4233	Not applicable	
4234	Battle	41
4234	Justification: Humanitarian (Blairite)	33
4235	Not applicable	
4236	Not applicable	
4237	Not applicable	
4238	Not applicable	
4239	Restoration of law and order (post-conflict)	23
4240	Not applicable	
4241	Not applicable	
4242	Justification: Humanitarian (Blairite)	11
4243	Not applicable	
4244	Not applicable	
4245	Not applicable	
4248	Coalition military casualties	32
4249	Coalition military casualties	33
4250	Battle	34
4251	Battle	34
4252	Battle	40
4253	Justification: WMDs	19
4254	Restoration of law and order (post-conflict)	32
4255	Civilian casualties	26
4256	Restoration of law and order (post-conflict)	31
4257	Restoration of law and order (post-conflict)	18
4258	Not applicable	
4259	Coalition military casualties	25
4260	Not applicable	
4261	Justification: Humanitarian (Blairite)	11
4262	Not applicable	
4263	Not applicable	
4264	Battle	40
4265	Restoration of law and order (post-conflict)	18
4266	Justification: Humanitarian (Blairite)	33
4267	Not applicable	
4268	Not applicable	
4269	Coalition military casualties	25
4270	Justification: Humanitarian (Blairite)	19
4271	Justification: Humanitarian (Blairite)	19
4272	Not applicable	
4273	Restoration of law and order (post-conflict)	32
4273	Battle	40
4274	Restoration of law and order (post-conflict)	24
4275	Restoration of law and order (post-conflict)	18
4276	Restoration of law and order (post-conflict)	24
4276	Battle	40
4277	Battle	40
4277	Restoration of law and order (post-conflict)	31
4278	Strategy	40
4279	Not applicable	
4280	Restoration of law and order (post-conflict)	25
4281	Restoration of law and order (post-conflict)	24
4282	Civilian casualties	24
4283	Restoration of law and order (post-conflict)	23
4284	Not applicable	
4285	Not applicable	
4286	Not applicable	
4287	Not applicable	
4288	Restoration of law and order (post-conflict)	32
4289	Justification: WMDs	32
4290	Justification: WMDs	24
4291	Restoration of law and order (post-conflict)	24
4292	Restoration of law and order (post-conflict)	26
4293	Not applicable	
4295	Restoration of law and order (post-conflict)	18
4296	Not applicable	
4297	Justification: Humanitarian (Blairite)	19
4298	Civilian casualties	26
4299	Not applicable	
4300	Civilian casualties	10
4300	Restoration of law and order (post-conflict)	18
4301	Not applicable	
4302	Not applicable	
4303	Restoration of law and order (post-conflict)	17
4304	Not applicable	
4305	Justification: Humanitarian (Blairite)	32
4306	Restoration of law and order (post-conflict)	36
4307	Battle	27
4307	Justification: War on Terror	19
4308	Restoration of law and order (post-conflict)	32
4309	Not applicable	
4310	Restoration of law and order (post-conflict)	25
4311	Not applicable	
4312	Civilian casualties	18
4312	Restoration of law and order (post-conflict)	26
4313	Not applicable	
4314	Restoration of law and order (post-conflict)	18
4314	Justification: Humanitarian (Blairite)	18
4315	Restoration of law and order (post-conflict)	39
4316	Not applicable	
4317	Justification: WMDs	33
4318	Not applicable	
4319	Coalition military casualties	25
4320	Not applicable	
4321	Not applicable	
4322	Not applicable	
4323	Not applicable	
4324	Justification: Humanitarian (Blairite)	19
4325	Not applicable	
4326	Restoration of law and order (post-conflict)	40
4326	Battle	40
4327	Battle	19
4328	Restoration of law and order (post-conflict)	23
4329	Not applicable	
4330	Restoration of law and order (post-conflict)	18
4331	Restoration of law and order (post-conflict)	18
4332	Battle	19
4333	Not applicable	
4334	Not applicable	
4335	Not applicable	
4336	Not applicable	
4337	Humanitarian issues (aid delivery)	18
4338	Restoration of law and order (post-conflict)	25
4339	Not applicable	
4340	Restoration of law and order (post-conflict)	32
4341	Not applicable	
4342	Coalition military casualties	25
4343	Justification: Humanitarian (Blairite)	25
4343	Restoration of law and order (post-conflict)	25
4344	Not applicable	
4345	Not applicable	
4346	Not applicable	
4347	Not applicable	
4348	Battle	19
4349	Not applicable	
4350	Not applicable	
4351	Not applicable	
4352	Justification: Humanitarian (Blairite)	19
4353	Not applicable	
4354	Coalition military casualties	32
4355	Not applicable	
4356	Restoration of law and order (post-conflict)	32
4357	Not applicable	
4360	Not applicable	
4361	Not applicable	
4362	Not applicable	
4363	Civilian casualties	24
4364	Not applicable	
4365	Battle	34
4366	Humanitarian issues (aid delivery)	17
4367	Humanitarian issues (aid delivery)	16
4367	Civilian casualties	16
4368	Not applicable	
4369	Justification: WMDs	40
4372	Not applicable	
4373	Restoration of law and order (post-conflict)	18
4374	Battle	34
4375	Restoration of law and order (post-conflict)	17
4376	Restoration of law and order (post-conflict)	18
4377	Civilian casualties	18
4377	Humanitarian issues (aid delivery)	18
4378	Not applicable	
4379	Not applicable	
4380	Justification: Humanitarian (Blairite)	11
4381	Not applicable	
4382	Not applicable	
4383	Not applicable	
4384	Restoration of law and order (post-conflict)	18
4384	Justification: Humanitarian (Blairite)	18
4385	Battle	40
4385	Justification: WMDs	27
4386	Not applicable	
4387	Humanitarian issues (aid delivery)	18
4387	Restoration of law and order (post-conflict)	18
4388	Justification: Humanitarian (Blairite)	19
4389	Justification: WMDs	24
4390	Justification: WMDs	27
4391	Strategy	34
4392	Humanitarian issues (aid delivery)	17
4393	Restoration of law and order (post-conflict)	31
4394	Not applicable	
4395	Not applicable	
4396	Not applicable	
4397	Not applicable	
4398	Justification: Humanitarian (Blairite)	11
4399	Not applicable	
4400	Not applicable	
4401	Not applicable	
4402	Justification: Humanitarian (Blairite)	24
4403	Not applicable	
4404	Not applicable	
4405	Battle	40
4406	Not applicable	
4407	Not applicable	
4408	Restoration of law and order (post-conflict)	32
4409	Justification: Humanitarian (Blairite)	19
4410	Not applicable	
4411	Not applicable	
4412	Battle	26
4413	Not applicable	
4414	Not applicable	
4415	Battle	40
4415	Restoration of law and order (post-conflict)	32
4416	Restoration of law and order (post-conflict)	18
4417	Restoration of law and order (post-conflict)	33
4418	Restoration of law and order (post-conflict)	31
4419	Not applicable	
4421	Justification: WMDs	32
4422	Restoration of law and order (post-conflict)	31
4423	Not applicable	
4424	Restoration of law and order (post-conflict)	18
4425	Justification: Humanitarian (Blairite)	19
4426	Strategy	33
4427	Not applicable	
4428	Restoration of law and order (post-conflict)	18
4429	Not applicable	
4430	Not applicable	
4431	Not applicable	
4432	Not applicable	
4433	Not applicable	
4434	Restoration of law and order (post-conflict)	24
4435	Battle	34
4436	Not applicable	
4437	Not applicable	
4438	Not applicable	
4439	Not applicable	
4440	Not applicable	
4441	Justification: Humanitarian (Blairite)	19
4442	Justification: WMDs	19
4443	Restoration of law and order (post-conflict)	26
4444	Civilian casualties	18
4445	Restoration of law and order (post-conflict)	18
4447	Not applicable	
4448	Not applicable	
4449	Humanitarian issues (aid delivery)	17
4449	Restoration of law and order (post-conflict)	25
4450	Not applicable	
4451	Humanitarian issues (aid delivery)	38
4451	Restoration of law and order (post-conflict)	24
4452	Not applicable	
4453	Not applicable	
4454	Not applicable	
4455	Battle	34
4456	Not applicable	
4457	Not applicable	
4458	Not applicable	
4459	Humanitarian issues (aid delivery)	24
4459	Civilian casualties	18
4460	Humanitarian issues (aid delivery)	17
4461	Not applicable	
4462	Justification: Humanitarian (Blairite)	19
4463	Not applicable	
4464	Justification: WMDs	32
4465	Not applicable	
4466	Not applicable	
4467	Restoration of law and order (post-conflict)	26
4468	Restoration of law and order (post-conflict)	31
4469	Restoration of law and order (post-conflict)	40
4470	Not applicable	
4471	Battle	34
4472	Not applicable	
4473	Humanitarian issues (aid delivery)	24
4474	Humanitarian issues (aid delivery)	24
4475	Battle	19
4476	Restoration of law and order (post-conflict)	26
4477	Not applicable	
4480	Not applicable	
4481	Not applicable	
4482	Battle	19
4485	Restoration of law and order (post-conflict)	18
4486	Restoration of law and order (post-conflict)	25
4487	Strategy	34
4488	Not applicable	
4489	Not applicable	
4490	Not applicable	
4491	Justification: Humanitarian (Blairite)	19
4491	Restoration of law and order (post-conflict)	40
4492	Not applicable	
4493	Not applicable	
4494	Battle	40
4495	Battle	48
4495	Justification: Humanitarian (Blairite)	48
4496	Not applicable	
4497	Battle	33
4498	Not applicable	
4499	Battle	19
4499	Justification: WMDs	40
4500	Restoration of law and order (post-conflict)	34
4501	Not applicable	
4502	Civilian casualties	33
4503	Not applicable	
4504	Not applicable	
4505	Not applicable	
4506	Not applicable	
4507	Restoration of law and order (post-conflict)	31
4508	Not applicable	
4509	Not applicable	
4510	Not applicable	
4511	Not applicable	
4512	Not applicable	
4513	Battle	40
4513	Justification: WMDs	27
4514	Justification: WMDs	19
4515	Battle	40
4516	Justification: War on Terror	34
4517	Not applicable	
4518	Restoration of law and order (post-conflict)	18
4518	Justification: Humanitarian (Blairite)	18
4519	Restoration of law and order (post-conflict)	24
4520	Not applicable	
4521	Not applicable	
4522	Restoration of law and order (post-conflict)	33
4522	Strategy	40
4523	Iraqi military casualties	18
4524	Battle	34
4525	Justification: WMDs	32
4526	Not applicable	
4527	Justification: WMDs	40
4527	Battle	40
4528	Justification: Humanitarian (Blairite)	19
4529	Justification: Humanitarian (Blairite)	11
4530	Restoration of law and order (post-conflict)	31
4532	Battle	40
4533	Restoration of law and order (post-conflict)	32
4534	Battle	40
4534	Justification: WMDs	40
4535	Restoration of law and order (post-conflict)	18
4535	Battle	34
4535	Justification: Humanitarian (Blairite)	32
4535	Humanitarian issues (aid delivery)	18
4536	Civilian casualties	31
4536	Humanitarian issues (aid delivery)	39
4537	Justification: Humanitarian (Blairite)	19
4538	Not applicable	
4539	Not applicable	
4540	Not applicable	
4542	Justification: Humanitarian (Blairite)	11
4543	Not applicable	
4544	Battle	40
4544	Restoration of law and order (post-conflict)	24
4545	Civilian casualties	40
4546	Battle	40
4547	Not applicable	
4548	Coalition military casualties	18
4550	Not applicable	
4551	Civilian casualties	24
4552	Not applicable	
4553	Civilian casualties	32
4554	Justification: Humanitarian (Blairite)	19
4555	Battle	19
4556	Not applicable	
4557	Not applicable	
4558	Not applicable	
4559	Not applicable	
4560	Battle	19
4562	Not applicable	
4563	Restoration of law and order (post-conflict)	24
4564	Not applicable	
4565	Battle	19
4566	Not applicable	
4567	Civilian casualties	33
4568	Not applicable	
4569	Battle	34
4570	Not applicable	
4571	Restoration of law and order (post-conflict)	18
4572	Battle	19
4572	Restoration of law and order (post-conflict)	26
4573	Not applicable	
4574	Restoration of law and order (post-conflict)	31
4575	Restoration of law and order (post-conflict)	31
4576	Restoration of law and order (post-conflict)	31
4577	Not applicable	
4578	Humanitarian issues (aid delivery)	25
4579	Not applicable	
4580	Not applicable	
4582	Not applicable	
4583	Not applicable	
4584	Not applicable	
4585	Not applicable	
4586	Civilian casualties	24
4587	Battle	19
4588	Restoration of law and order (post-conflict)	32
4589	Justification: WMDs	34
4590	Restoration of law and order (post-conflict)	18
4591	Justification: Humanitarian (Blairite)	11
4592	Not applicable	
4593	Not applicable	
4594	Battle	19
4595	Battle	34
4596	Justification: Humanitarian (Blairite)	24
4596	Civilian casualties	18
4597	Battle	40
4598	Not applicable	
4599	Justification: Humanitarian (Blairite)	48
4599	Restoration of law and order (post-conflict)	11
4600	Not applicable	
4601	Not applicable	
4602	Not applicable	
4603	Not applicable	
4604	Justification: Humanitarian (Blairite)	19
4605	Civilian casualties	32
4605	Humanitarian issues (aid delivery)	40
4606	Not applicable	
4607	Not applicable	
4608	Not applicable	
4609	Coalition military casualties	25
4610	Battle	34
4611	Restoration of law and order (post-conflict)	25
4612	Civilian casualties	32
4613	Not applicable	
4614	Not applicable	
4615	Not applicable	
4619	Civilian casualties	32
4620	Humanitarian issues (aid delivery)	36
4621	Not applicable	
4622	Coalition military casualties	25
4623	Not applicable	
4624	Civilian casualties	18
4625	Justification: Humanitarian (Blairite)	19
4626	Battle	19
4626	Strategy	34
4627	Restoration of law and order (post-conflict)	26
4628	Not applicable	
4629	Not applicable	
4630	Not applicable	
4631	Restoration of law and order (post-conflict)	31
4633	Battle	34
4634	Battle	19
4635	Not applicable	
4636	Not applicable	
4637	Not applicable	
4638	Battle	40
4639	Not applicable	
4640	Battle	19
4641	Not applicable	
4642	Restoration of law and order (post-conflict)	18
4643	Not applicable	
4644	Battle	34
4645	Not applicable	
4647	Justification: WMDs	40
4648	Not applicable	
4649	Restoration of law and order (post-conflict)	31
4650	Not applicable	
4651	Not applicable	
4652	Not applicable	
4653	Not applicable	
4655	Not applicable	
4656	Battle	19
4656	Justification: WMDs	19
4657	Not applicable	
4658	Restoration of law and order (post-conflict)	25
4659	Restoration of law and order (post-conflict)	31
4660	Justification: Humanitarian (Blairite)	19
4661	Not applicable	
4662	Not applicable	
4663	Battle	34
4664	Not applicable	
4665	Battle	40
4666	Not applicable	
4667	Not applicable	
4668	Not applicable	
4669	Not applicable	
4670	Not applicable	
4671	Not applicable	
4672	Not applicable	
4675	Battle	34
4676	Not applicable	
4677	Not applicable	
4678	Restoration of law and order (post-conflict)	18
4679	Not applicable	
4680	Not applicable	
4681	Not applicable	
4683	Not applicable	
4684	Coalition military casualties	33
4685	Not applicable	
4686	Not applicable	
4687	Not applicable	
4688	Not applicable	
4689	Not applicable	
4691	Not applicable	
4692	Not applicable	
4693	Not applicable	
4694	Not applicable	
4695	Coalition military casualties	33
4699	Not applicable	
4700	Not applicable	
4701	Not applicable	
4702	Not applicable	
4703	Not applicable	
4705	Not applicable	
4706	Not applicable	
4707	Not applicable	
4708	Not applicable	
4709	Not applicable	
4710	Restoration of law and order (post-conflict)	18
4711	Justification: Humanitarian (Blairite)	19
4713	Not applicable	
4714	Restoration of law and order (post-conflict)	10
4714	Justification: Humanitarian (Blairite)	18
4714	Civilian casualties	10
4715	Not applicable	
4716	Not applicable	
4717	Strategy	19
